NOTE,PROCEDURE,MOD,PAR_AMOUNT,NON_PAR_AMOUNT,LIMITING_CHARGE
,76977,,7.53,7.15,8.22
,76977,TC,4.60,4.37,5.03
,76977,26,2.93,2.78,3.20
,76978,,260.91,247.86,285.04
,76978,TC,181.65,172.57,198.46
,76978,26,79.26,75.30,86.60
,76979,,170.13,161.62,185.86
,76979,TC,128.64,122.21,140.54
,76979,26,41.49,39.42,45.33
,76981,,106.53,101.20,116.38
,76981,TC,76.87,73.03,83.98
,76981,26,29.65,28.17,32.40
,76982,,95.77,90.98,104.63
,76982,TC,66.12,62.81,72.23
,76982,26,29.65,28.17,32.40
,76983,,62.80,59.66,68.61
,76983,TC,36.87,35.03,40.28
,76983,26,25.93,24.63,28.32
,76998,,144.27,137.06,157.62
,76998,TC,65.33,62.06,71.37
,76998,26,65.77,62.48,71.85
,77001,,102.77,97.63,112.27
,77001,TC,83.93,79.73,91.69
,77001,26,18.84,17.90,20.59
,77002,,118.95,113.00,129.95
,77002,TC,90.99,86.44,99.41
,77002,26,27.96,26.56,30.54
,77003,,108.21,102.80,118.22
,77003,TC,78.56,74.63,85.82
,77003,26,29.66,28.18,32.41
,77011,,228.30,216.89,249.42
,77011,TC,164.61,156.38,179.84
,77011,26,63.68,60.50,69.58
,77012,,145.47,138.20,158.93
,77012,TC,72.84,69.20,79.58
,77012,26,72.63,69.00,79.35
,77013,,766.72,728.38,837.64
,77013,TC,534.06,507.36,583.46
,77013,26,188.35,178.93,205.77
,77014,,122.73,116.59,134.08
,77014,TC,76.87,73.03,83.98
,77014,26,45.86,43.57,50.11
,77021,,434.78,413.04,475.00
,77021,TC,362.50,344.38,396.04
,77021,26,72.27,68.66,78.96
,77022,,783.21,744.05,855.66
,77022,TC,531.09,504.54,580.22
,77022,26,208.25,197.84,227.52
,77046,,225.34,214.07,246.18
,77046,TC,154.76,147.02,169.07
,77046,26,70.58,67.05,77.11
,77047,,233.67,221.99,255.29
,77047,TC,155.43,147.66,169.81
,77047,26,78.24,74.33,85.48
,77048,,358.33,340.41,391.47
,77048,TC,255.39,242.62,279.01
,77048,26,102.94,97.79,112.46
,77049,,366.01,347.71,399.87
,77049,TC,253.38,240.71,276.82
,77049,26,112.63,107.00,123.05
,77053,,54.57,51.84,59.62
,77053,TC,36.87,35.03,40.28
,77053,26,17.70,16.82,19.34
,77054,,70.40,66.88,76.91
,77054,TC,48.64,46.21,53.14
,77054,26,21.76,20.67,23.77
,77063,,54.20,51.49,59.21
,77063,TC,24.20,22.99,26.44
,77063,26,29.99,28.49,32.76
,77065,,127.76,121.37,139.58
,77065,TC,88.30,83.89,96.47
,77065,26,39.46,37.49,43.11
,77066,,160.76,152.72,175.63
,77066,TC,112.51,106.88,122.91
,77066,26,48.25,45.84,52.72
,77067,,130.78,124.24,142.88
,77067,TC,93.35,88.68,101.98
,77067,26,37.43,35.56,40.89
,77071,,56.85,54.01,62.11
,77072,,26.73,25.39,29.20
,77072,TC,17.37,16.50,18.98
,77072,26,9.36,8.89,10.22
,77073,,46.14,43.83,50.40
,77073,TC,32.50,30.88,35.51
,77073,26,13.64,12.96,14.90
,77074,,66.36,63.04,72.50
,77074,TC,44.94,42.69,49.09
,77074,26,21.42,20.35,23.40
,77075,,102.38,97.26,111.85
,77075,TC,74.75,71.01,81.66
,77075,26,27.62,26.24,30.18
,77076,,110.15,104.64,120.34
,77076,TC,75.42,71.65,82.40
,77076,26,34.72,32.98,37.93
,77077,,48.18,45.77,52.64
,77077,TC,31.16,29.60,34.04
,77077,26,17.02,16.17,18.60
C,77078,,98.35,93.43,107.44
C,77078,TC,86.29,81.98,94.28
,77078,26,12.06,11.46,13.18
,77080,,38.84,36.90,42.44
,77080,TC,29.14,27.68,31.83
,77080,26,9.70,9.22,10.60
,77081,,32.11,30.50,35.08
,77081,TC,22.08,20.98,24.13
,77081,26,10.03,9.53,10.96
C,77084,,311.45,295.88,340.26
C,77084,TC,232.87,221.23,254.41
,77084,26,78.58,74.65,85.85
,77085,,52.65,50.02,57.52
,77085,TC,37.88,35.99,41.39
,77085,26,14.77,14.03,16.13
,77086,,33.79,32.10,36.92
,77086,TC,25.44,24.17,27.80
,77086,26,8.34,7.92,9.11
,77089,,41.42,39.35,45.25
,77090,,2.92,2.77,3.19
,77091,,28.47,27.05,31.11
,77092,,10.03,9.53,10.96
,77261,,72.78,69.14,79.51
,77262,,111.67,106.09,122.00
,77263,,175.35,166.58,191.57
,77280,,272.62,258.99,297.84
,77280,TC,233.53,221.85,255.13
,77280,26,39.09,37.14,42.71
,77285,,445.73,423.44,486.96
,77285,TC,387.72,368.33,423.58
,77285,26,58.01,55.11,63.38
,77290,,457.65,434.77,499.99
,77290,TC,373.26,354.60,407.79
,77290,26,84.39,80.17,92.20
,77293,,418.79,397.85,457.53
,77293,TC,311.53,295.95,340.34
,77293,26,107.26,101.90,117.19
,77295,,487.28,462.92,532.36
,77295,TC,256.75,243.91,280.50
,77295,26,230.53,219.00,251.85
,77300,,67.54,64.16,73.78
,77300,TC,33.51,31.83,36.60
,77300,26,34.03,32.33,37.18
,77301,,1863.97,1770.77,2036.39
,77301,TC,1434.13,1362.42,1566.78
,77301,26,429.84,408.35,469.60
,77306,,150.46,142.94,164.38
,77306,TC,75.09,71.34,82.04
,77306,26,75.38,71.61,82.35
,77307,,291.54,276.96,318.50
,77307,TC,135.72,128.93,148.27
,77307,26,155.82,148.03,170.23
,77316,,248.07,235.67,271.02
,77316,TC,172.70,164.07,188.68
,77316,26,75.38,71.61,82.35
,77317,,326.43,310.11,356.63
,77317,TC,227.95,216.55,249.03
,77317,26,98.48,93.56,107.59
,77318,,463.57,440.39,506.45
,77318,TC,308.08,292.68,336.58
,77318,26,155.49,147.72,169.88
,77321,,95.53,90.75,104.36
,77321,TC,44.27,42.06,48.37
,77321,26,51.26,48.70,56.01
,77331,,66.26,62.95,72.39
,77331,TC,19.39,18.42,21.18
,77331,26,46.87,44.53,51.21
,77332,,39.13,37.17,42.75
,77332,TC,14.68,13.95,16.04
,77332,26,24.45,23.23,26.71
,77333,,139.85,132.86,152.79
,77333,TC,99.06,94.11,108.23
,77333,26,40.79,38.75,44.56
,77334,,126.85,120.51,138.59
,77334,TC,65.44,62.17,71.50
,77334,26,61.40,58.33,67.08
,77336,,88.57,84.14,96.76
,77338,,473.06,449.41,516.82
,77338,TC,242.53,230.40,264.96
,77338,26,230.53,219.00,251.85
,77370,,142.72,135.58,155.92
,77372,,977.22,928.36,1067.61
,77373,,1016.12,965.31,1110.11
,77401,,41.58,39.50,45.43
,77417,,14.01,13.31,15.31
,77423,,74.93,71.18,81.86
,77427,,198.16,188.25,216.49
,77431,,110.94,105.39,121.20
,77432,,440.84,418.80,481.62
,77435,,665.86,632.57,727.46
,77469,,330.68,314.15,361.27
,77470,,142.81,135.67,156.02
,77470,TC,33.07,31.42,36.13
,77470,26,109.75,104.26,119.90
,77520,,687.25,652.89,750.82
,77522,,705.74,670.45,771.02
,77523,,837.18,795.32,914.62
,77525,,891.30,846.74,973.75
,77600,,535.59,508.81,585.13
,77600,TC,462.93,439.78,505.75
,77600,26,72.66,69.03,79.38
,77605,,978.51,929.58,1069.02
,77605,TC,870.02,826.52,950.50
,77605,26,108.49,103.07,118.53
,77610,,697.16,662.30,761.65
,77610,TC,627.31,595.94,685.33
,77610,26,69.85,66.36,76.31
,77615,,1091.90,1037.31,1192.91
,77615,TC,993.09,943.44,1084.96
,77615,26,98.82,93.88,107.96
,77620,,654.37,621.65,714.90
,77620,TC,562.77,534.63,614.82
,77620,26,91.60,87.02,100.07
,77750,,399.84,379.85,436.83
,77750,TC,131.35,124.78,143.50
,77750,26,268.49,255.07,293.33
,77761,,426.42,405.10,465.87
,77761,TC,218.77,207.83,239.00
,77761,26,207.65,197.27,226.86
,77762,,560.45,532.43,612.29
,77762,TC,251.39,238.82,274.64
,77762,26,309.05,293.60,337.64
,77763,,790.69,751.16,863.83
,77763,TC,325.47,309.20,355.58
,77763,26,465.22,441.96,508.25
,77767,,252.23,239.62,275.56
,77767,TC,195.89,186.10,214.02
,77767,26,56.33,53.51,61.54
,77768,,368.77,350.33,402.88
,77768,TC,293.40,278.73,320.54
,77768,26,75.38,71.61,82.35
,77770,,350.88,333.34,383.34
,77770,TC,246.32,234.00,269.10
,77770,26,104.56,99.33,114.23
,77771,,611.31,580.74,667.85
,77771,TC,406.36,386.04,443.95
,77771,26,204.95,194.70,223.91
,77772,,909.66,864.18,993.81
,77772,TC,621.77,590.68,679.28
,77772,26,287.89,273.50,314.53
,77778,,930.60,884.07,1016.68
,77778,TC,460.08,437.08,502.64
,77778,26,470.52,446.99,514.04
,77789,,133.80,127.11,146.18
,77789,TC,72.73,69.09,79.45
,77789,26,61.06,58.01,66.71
,77790,,17.94,17.04,19.60
,78012,,82.55,78.42,90.18
,78012,TC,73.53,69.85,80.33
,78012,26,9.02,8.57,9.86
,78013,,180.99,171.94,197.73
,78013,TC,162.95,154.80,178.02
,78013,26,18.04,17.14,19.71
,78014,,225.40,214.13,246.25
,78014,TC,201.61,191.53,220.26
,78014,26,23.79,22.60,25.99
,78015,,219.52,208.54,239.82
,78015,TC,186.14,176.83,203.35
,78015,26,33.37,31.70,36.46
,78016,,261.68,248.60,285.89
,78016,TC,228.62,217.19,249.77
,78016,26,33.06,31.41,36.12
,78018,,294.53,279.80,321.77
,78018,TC,254.38,241.66,277.91
,78018,26,40.15,38.14,43.86
,78020,,80.08,76.08,87.49
,78020,TC,53.24,50.58,58.17
,78020,26,26.84,25.50,29.33
,78070,,277.37,263.50,303.03
,78070,TC,238.92,226.97,261.02
,78070,26,38.45,36.53,42.01
,78071,,331.39,314.82,362.04
,78071,TC,273.88,260.19,299.22
,78071,26,57.51,54.63,62.82
,78072,,412.51,391.88,450.66
,78072,TC,337.75,320.86,368.99
,78072,26,74.76,71.02,81.67
,78075,,420.58,399.55,459.48
,78075,TC,384.16,364.95,419.69
,78075,26,36.42,34.60,39.79
,78102,,164.90,156.66,180.16
,78102,TC,139.42,132.45,152.32
,78102,26,25.48,24.21,27.84
,78103,,176.83,167.99,193.19
,78103,TC,146.81,139.47,160.39
,78103,26,30.02,28.52,32.80
,78104,,238.04,226.14,260.06
,78104,TC,199.93,189.93,218.42
,78104,26,38.11,36.20,41.63
,78110,,70.45,66.93,76.97
,78110,TC,62.44,59.32,68.22
,78110,26,8.01,7.61,8.75
,78111,,74.83,71.09,81.75
,78111,TC,65.46,62.19,71.52
,78111,26,9.37,8.90,10.24
,78120,,72.14,68.53,78.81
,78120,TC,62.44,59.32,68.22
,78120,26,9.70,9.22,10.60
,78121,,78.55,74.62,85.81
,78121,TC,65.46,62.19,71.52
,78121,26,13.09,12.44,14.31
,78122,,101.00,95.95,110.34
,78122,TC,79.92,75.92,87.31
,78122,26,21.09,20.04,23.05
,78130,,125.82,119.53,137.46
,78130,TC,101.22,96.16,110.58
,78130,26,24.60,23.37,26.88
,78140,,110.90,105.36,121.16
,78140,TC,86.30,81.99,94.29
,78140,26,24.60,23.37,26.88
,78185,,160.60,152.57,175.46
,78185,TC,144.12,136.91,157.45
,78185,26,16.47,15.65,18.00
,78191,,125.82,119.53,137.46
,78191,TC,101.22,96.16,110.58
,78191,26,24.60,23.37,26.88
,78195,,334.41,317.69,365.34
,78195,TC,277.24,263.38,302.89
,78195,26,57.17,54.31,62.46
,78201,,181.68,172.60,198.49
,78201,TC,160.93,152.88,175.81
,78201,26,20.75,19.71,22.67
,78202,,198.17,188.26,216.50
,78202,TC,174.38,165.66,190.51
,78202,26,23.79,22.60,25.99
,78215,,187.07,177.72,204.38
,78215,TC,163.62,155.44,178.76
,78215,26,23.45,22.28,25.62
,78216,,131.41,124.84,143.57
,78216,TC,103.78,98.59,113.38
,78216,26,27.63,26.25,30.19
,78226,,306.94,291.59,335.33
,78226,TC,271.19,257.63,296.27
,78226,26,35.74,33.95,39.04
,78227,,412.55,391.92,450.71
,78227,TC,369.37,350.90,403.54
,78227,26,43.18,41.02,47.17
,78230,,168.91,160.46,184.53
,78230,TC,147.15,139.79,160.76
,78230,26,21.76,20.67,23.77
,78231,,105.50,100.23,115.26
,78231,TC,84.29,80.08,92.09
,78231,26,21.21,20.15,23.17
,78232,,103.81,98.62,113.41
,78232,TC,84.62,80.39,92.45
,78232,26,19.18,18.22,20.95
,78258,,204.07,193.87,222.95
,78258,TC,169.34,160.87,185.00
,78258,26,34.74,33.00,37.95
,78261,,190.59,181.06,208.22
,78261,TC,162.95,154.80,178.02
,78261,26,27.65,26.27,30.21
,78262,,233.97,222.27,255.61
,78262,TC,200.26,190.25,218.79
,78262,26,33.71,32.02,36.82
,78264,,311.99,296.39,340.85
,78264,TC,273.88,260.19,299.22
,78264,26,38.11,36.20,41.63
,78265,,369.31,350.84,403.47
,78265,TC,322.75,306.61,352.60
,78265,26,46.57,44.24,50.88
,78266,,419.66,398.68,458.48
,78266,TC,370.04,351.54,404.27
,78266,26,49.62,47.14,54.21
,78278,,328.85,312.41,359.27
,78278,TC,281.61,267.53,307.66
,78278,26,47.24,44.88,51.61
,78282,,288.70,274.27,315.41
,78282,TC,264.14,250.93,288.57
,78282,26,15.46,14.69,16.89
,78290,,311.63,296.05,340.46
,78290,TC,278.59,264.66,304.36
,78290,26,33.04,31.39,36.10
,78291,,249.49,237.02,272.57
,78291,TC,206.65,196.32,225.77
,78291,26,42.84,40.70,46.81
,78300,,215.47,204.70,235.41
,78300,TC,184.80,175.56,201.89
,78300,26,30.67,29.14,33.51
,78305,,261.58,248.50,285.78
,78305,TC,221.44,210.37,241.93
,78305,26,40.14,38.13,43.85
,78306,,279.40,265.43,305.24
,78306,TC,238.25,226.34,260.29
,78306,26,41.16,39.10,44.97
,78315,,326.85,310.51,357.09
,78315,TC,278.25,264.34,303.99
,78315,26,48.59,46.16,53.08
,78414,,157.23,149.37,171.78
,78414,TC,128.28,121.87,140.15
,78414,26,21.19,20.13,23.15
,78428,,178.87,169.93,195.42
,78428,TC,141.77,134.68,154.88
,78428,26,37.10,35.25,40.54
,78429,26,80.52,76.49,87.96
,78430,26,75.66,71.88,82.66
,78431,26,88.96,84.51,97.19
,78432,26,94.95,90.20,103.73
,78433,26,103.41,98.24,112.98
,78434,,210.12,199.61,229.55
,78434,TC,182.81,173.67,199.72
,78434,26,29.54,28.06,32.27
,78445,,199.97,189.97,218.47
,78445,TC,174.71,165.97,190.87
,78445,26,25.26,24.00,27.60
,78451,,319.88,303.89,349.47
,78451,TC,255.06,242.31,278.66
,78451,26,64.83,61.59,70.83
,78452,,444.13,421.92,485.21
,78452,TC,367.02,348.67,400.97
,78452,26,77.12,73.26,84.25
,78453,,276.42,262.60,301.99
,78453,TC,229.17,217.71,250.37
,78453,26,47.24,44.88,51.61
,78454,,412.69,392.06,450.87
,78454,TC,347.18,329.82,379.29
,78454,26,65.51,62.23,71.56
,78456,,294.57,279.84,321.82
,78456,TC,246.99,234.64,269.84
,78456,26,47.58,45.20,51.98
,78457,,162.34,154.22,177.35
,78457,TC,122.95,116.80,134.32
,78457,26,39.39,37.42,43.03
,78458,,198.74,188.80,217.12
,78458,TC,154.88,147.14,169.21
,78458,26,43.86,41.67,47.92
C,78459,,1390.27,1320.76,1518.87
C,78459,TC,1316.97,1251.12,1438.79
,78459,26,73.29,69.63,80.07
,78466,,177.16,168.30,193.55
,78466,TC,143.12,135.96,156.35
,78466,26,34.05,32.35,37.20
,78468,,185.81,176.52,203.00
,78468,TC,148.49,141.07,162.23
,78468,26,37.32,35.45,40.77
,78469,,211.52,200.94,231.08
,78469,TC,167.65,159.27,183.16
,78469,26,43.86,41.67,47.92
,78472,,216.24,205.43,236.24
,78472,TC,169.67,161.19,185.37
,78472,26,46.57,44.24,50.88
,78473,,273.85,260.16,299.18
,78473,TC,204.97,194.72,223.93
,78473,26,68.89,65.45,75.27
,78481,,169.85,161.36,185.56
,78481,TC,122.95,116.80,134.32
,78481,26,46.90,44.56,51.24
,78483,,228.14,216.73,249.24
,78483,TC,158.91,150.96,173.60
,78483,26,69.22,65.76,75.62
,78491,,601.87,571.78,657.55
,78491,TC,503.70,478.52,550.30
,78491,26,71.26,67.70,77.86
,78492,,962.73,914.59,1051.78
,78492,TC,840.72,798.68,918.48
,78492,26,85.23,80.97,93.12
,78494,,217.64,206.76,237.77
,78494,TC,161.27,153.21,176.19
,78494,26,56.37,53.55,61.58
,78496,,42.84,40.70,46.81
,78496,TC,19.05,18.10,20.82
,78496,26,23.79,22.60,25.99
,78579,,179.00,170.05,195.56
,78579,TC,155.55,147.77,169.94
,78579,26,23.45,22.28,25.62
,78580,,224.58,213.35,245.35
,78580,TC,188.83,179.39,206.30
,78580,26,35.74,33.95,39.04
,78582,,313.41,297.74,342.40
,78582,TC,262.79,249.65,287.10
,78582,26,50.62,48.09,55.30
,78597,,191.30,181.74,209.00
,78597,TC,156.23,148.42,170.68
,78597,26,35.07,33.32,38.32
,78598,,285.79,271.50,312.23
,78598,TC,245.64,233.36,268.36
,78598,26,40.14,38.13,43.85
,78600,,172.94,164.29,188.93
,78600,TC,151.86,144.27,165.91
,78600,26,21.08,20.03,23.03
,78601,,205.57,195.29,224.58
,78601,TC,181.44,172.37,198.23
,78601,26,24.13,22.92,26.36
,78605,,192.25,182.64,210.04
,78605,TC,165.64,157.36,180.96
,78605,26,26.61,25.28,29.07
,78606,,308.59,293.16,337.13
,78606,TC,277.58,263.70,303.26
,78606,26,31.01,29.46,33.88
C,78608,,1548.02,1470.62,1691.21
C,78608,TC,1477.66,1403.78,1614.35
,78608,26,70.36,66.84,76.87
,78610,,167.29,158.93,182.77
,78610,TC,152.86,145.22,167.00
,78610,26,14.43,13.71,15.77
,78630,,318.01,302.11,347.43
,78630,TC,284.98,270.73,311.34
,78630,26,33.04,31.39,36.10
,78635,,318.67,302.74,348.15
,78635,TC,288.34,273.92,315.01
,78635,26,30.33,28.81,33.13
,78645,,303.74,288.55,331.83
,78645,TC,277.24,263.38,302.89
,78645,26,26.50,25.18,28.96
,78650,,255.45,242.68,279.08
,78650,TC,230.85,219.31,252.21
,78650,26,24.60,23.37,26.88
,78660,,146.18,138.87,159.70
,78660,TC,124.63,118.40,136.16
,78660,26,21.55,20.47,23.54
,78700,,163.19,155.03,178.28
,78700,TC,141.77,134.68,154.88
,78700,26,21.42,20.35,23.40
,78701,,213.97,203.27,233.76
,78701,TC,190.18,180.67,207.77
,78701,26,23.79,22.60,25.99
,78707,,221.95,210.85,242.48
,78707,TC,176.73,167.89,193.07
,78707,26,45.22,42.96,49.40
,78708,,176.97,168.12,193.34
,78708,TC,120.26,114.25,131.39
,78708,26,56.71,53.87,61.95
,78709,,350.73,333.19,383.17
,78709,TC,283.75,269.56,309.99
,78709,26,66.98,63.63,73.17
,78725,,114.87,109.13,125.50
,78725,TC,97.06,92.21,106.04
,78725,26,17.81,16.92,19.46
,78730,,68.85,65.41,75.22
,78730,TC,61.75,58.66,67.46
,78730,26,7.10,6.75,7.76
,78740,,206.59,196.26,225.70
,78740,TC,180.09,171.09,196.75
,78740,26,26.50,25.18,28.96
,78761,,203.39,193.22,222.20
,78761,TC,168.33,159.91,183.90
,78761,26,35.06,33.31,38.31
,78800,,239.01,227.06,261.12
,78800,TC,207.66,197.28,226.87
,78800,26,31.35,29.78,34.25
,78801,,259.20,246.24,283.18
,78801,TC,224.13,212.92,244.86
,78801,26,35.07,33.32,38.32
,78802,,292.50,277.88,319.56
,78802,TC,254.38,241.66,277.91
,78802,26,38.11,36.20,41.63
,78803,,359.47,341.50,392.73
,78803,TC,308.51,293.08,337.04
,78803,26,50.97,48.42,55.68
,78804,,609.13,578.67,665.47
,78804,TC,561.55,533.47,613.49
,78804,26,47.58,45.20,51.98
,78808,,40.18,38.17,43.90
C,78811,,1388.69,1319.26,1517.15
C,78811,TC,1316.97,1251.12,1438.79
,78811,26,71.72,68.13,78.35
C,78812,,1570.23,1491.72,1715.48
C,78812,TC,1477.66,1403.78,1614.35
,78812,26,92.58,87.95,101.14
C,78813,,1570.47,1491.95,1715.74
C,78813,TC,1477.66,1403.78,1614.35
,78813,26,92.81,88.17,101.40
C,78814,,1582.41,1503.29,1728.78
C,78814,TC,1477.66,1403.78,1614.35
,78814,26,104.75,99.51,114.44
C,78815,,1593.80,1514.11,1741.23
C,78815,TC,1477.66,1403.78,1614.35
,78815,26,116.14,110.33,126.88
C,78816,,1594.26,1514.55,1741.73
C,78816,TC,1477.66,1403.78,1614.35
,78816,26,116.60,110.77,127.39
,78830,,453.28,430.62,495.21
,78830,TC,384.27,365.06,419.82
,78830,26,69.01,65.56,75.39
,78831,,669.56,636.08,731.49
,78831,TC,583.52,554.34,637.49
,78831,26,86.04,81.74,94.00
,78832,,857.00,814.15,936.27
,78832,TC,757.32,719.45,827.37
,78832,26,99.69,94.71,108.92
,78835,,93.93,89.23,102.61
,78835,TC,72.17,68.56,78.84
,78835,26,21.77,20.68,23.78
,79005,,137.69,130.81,150.43
,79005,TC,51.89,49.30,56.70
,79005,26,85.80,81.51,93.74
,79101,,149.84,142.35,163.70
,79101,TC,54.25,51.54,59.27
,79101,26,95.59,90.81,104.43
,79200,,133.23,126.57,145.56
,79200,TC,53.57,50.89,58.52
,79200,26,79.66,75.68,87.03
,79300,,311.72,296.13,340.55
,79300,TC,204.15,193.94,223.03
,79300,26,64.09,60.89,70.02
,79403,,203.38,193.21,222.19
,79403,TC,95.04,90.29,103.83
,79403,26,108.34,102.92,118.36
,79440,,120.12,114.11,131.23
,79440,TC,40.46,38.44,44.21
,79440,26,79.66,75.68,87.03
,79445,,173.34,164.67,189.37
,79445,TC,58.78,55.84,64.22
,79445,26,112.78,107.14,123.21
,80503,,27.47,26.10,30.02
#,80503,,22.43,21.31,24.51
,80504,,53.94,51.24,58.93
#,80504,,48.23,45.82,52.69
,80505,,98.23,93.32,107.32
#,80505,,92.18,87.57,100.71
,80506,,43.83,41.64,47.89
,83020,26,17.81,16.92,19.46
,84165,26,17.81,16.92,19.46
,84166,26,17.81,16.92,19.46
,84181,26,17.81,16.92,19.46
,84182,26,17.81,16.92,19.46
,85060,,24.91,23.66,27.21
,85097,,69.75,66.26,76.20
#,85097,,48.57,46.14,53.06
,85390,26,36.30,34.49,39.66
,85396,,19.72,18.73,21.54
,85576,26,17.81,16.92,19.46
,86077,,53.95,51.25,58.94
#,86077,,49.58,47.10,54.17
,86078,,53.95,51.25,58.94
#,86078,,49.58,47.10,54.17
,86079,,54.29,51.58,59.32
#,86079,,49.92,47.42,54.53
,86153,26,33.59,31.91,36.70
,86255,26,17.81,16.92,19.46
,86256,26,17.81,16.92,19.46
,86320,26,17.81,16.92,19.46
,86325,26,17.81,16.92,19.46
,86327,26,21.86,20.77,23.89
,86334,26,17.81,16.92,19.46
,86335,26,17.81,16.92,19.46
,86485,,14.47,13.75,15.81
,86486,,6.62,6.29,7.23
,86490,,78.56,74.63,85.82
,86510,,7.63,7.25,8.34
,86580,,10.31,9.79,11.26
,87164,26,19.16,18.20,20.93
,87207,26,17.81,16.92,19.46
,88104,,70.09,66.59,76.58
,88104,TC,43.15,40.99,47.14
,88104,26,26.94,25.59,29.43
,88106,,70.48,66.96,77.00
,88106,TC,51.33,48.76,56.07
,88106,26,19.16,18.20,20.93
,88108,,66.80,63.46,72.98
,88108,TC,44.60,42.37,48.73
,88108,26,22.20,21.09,24.25
,88112,,67.51,64.13,73.75
,88112,TC,40.23,38.22,43.95
,88112,26,27.27,25.91,29.80
,88120,,600.74,570.70,656.31
,88120,TC,543.15,515.99,593.39
,88120,26,57.60,54.72,62.93
,88121,,421.83,400.74,460.85
,88121,TC,374.04,355.34,408.64
,88121,26,47.79,45.40,52.21
,88125,,28.77,27.33,31.43
,88125,TC,15.02,14.27,16.41
,88125,26,13.75,13.06,15.02
,88141,,23.16,22.00,25.30
,88160,,76.12,72.31,83.16
,88160,TC,50.55,48.02,55.22
,88160,26,25.58,24.30,27.95
,88161,,77.81,73.92,85.01
,88161,TC,52.56,49.93,57.42
,88161,26,25.24,23.98,27.58
,88162,,119.90,113.91,131.00
,88162,TC,81.14,77.08,88.64
,88162,26,38.76,36.82,42.34
,88172,,56.11,53.30,61.30
,88172,TC,21.07,20.02,23.02
,88172,26,35.04,33.29,38.28
,88173,,163.45,155.28,178.57
,88173,TC,94.37,89.65,103.10
,88173,26,69.08,65.63,75.47
,88177,,29.59,28.11,32.33
,88177,TC,8.07,7.67,8.82
,88177,26,21.52,20.44,23.51
,88182,,162.04,153.94,177.03
,88182,TC,123.62,117.44,135.06
,88182,26,38.42,36.50,41.98
,88184,,75.09,71.34,82.04
,88185,,23.87,22.68,26.08
,88187,,36.08,34.28,39.42
,88188,,62.89,59.75,68.71
,88189,,84.99,80.74,92.85
,88291,,32.87,31.23,35.91
,88300,,16.62,15.79,18.16
,88300,TC,12.00,11.40,13.11
,88300,26,4.62,4.39,5.05
,88302,,33.44,31.77,36.54
,88302,TC,26.45,25.13,28.90
,88302,26,6.99,6.64,7.64
,88304,,43.21,41.05,47.21
,88304,TC,31.83,30.24,34.78
,88304,26,11.38,10.81,12.43
,88305,,71.93,68.33,78.58
,88305,TC,35.19,33.43,38.44
,88305,26,36.74,34.90,40.14
,88307,,292.71,278.07,319.78
,88307,TC,211.02,200.47,230.54
,88307,26,81.69,77.61,89.25
,88309,,440.61,418.58,481.37
,88309,TC,297.75,282.86,325.29
,88309,26,142.87,135.73,156.09
,88311,,21.03,19.98,22.98
,88311,TC,8.63,8.20,9.43
,88311,26,12.40,11.78,13.55
,88312,,113.22,107.56,123.69
,88312,TC,86.96,82.61,95.00
,88312,26,26.26,24.95,28.69
,88313,,82.55,78.42,90.18
,88313,TC,70.49,66.97,77.02
,88313,26,12.06,11.46,13.18
,88314,,91.34,86.77,99.79
,88314,TC,70.82,67.28,77.37
,88314,26,20.52,19.49,22.41
,88319,,136.64,129.81,149.28
,88319,TC,110.05,104.55,120.23
,88319,26,26.59,25.26,29.05
,88321,,98.76,93.82,107.89
#,88321,,84.64,80.41,92.47
,88323,,114.58,108.85,125.18
,88323,TC,28.47,27.05,31.11
,88323,26,86.11,81.80,94.07
,88325,,158.50,150.58,173.17
#,88325,,135.30,128.54,147.82
,88329,,57.24,54.38,62.54
#,88329,,36.06,34.26,39.40
,88331,,102.87,97.73,112.39
,88331,TC,41.58,39.50,45.43
,88331,26,61.29,58.23,66.96
,88332,,55.41,52.64,60.54
,88332,TC,25.11,23.85,27.43
,88332,26,30.31,28.79,33.11
,88333,,93.80,89.11,102.48
,88333,TC,32.50,30.88,35.51
,88333,26,61.29,58.23,66.96
,88334,,56.57,53.74,61.80
,88334,TC,19.50,18.53,21.31
,88334,26,37.07,35.22,40.50
,88341,,86.77,82.43,94.79
,88341,TC,58.83,55.89,64.27
,88341,26,27.95,26.55,30.53
,88342,,100.83,95.79,110.16
,88342,TC,66.45,63.13,72.60
,88342,26,34.37,32.65,37.55
,88344,,169.08,160.63,184.72
,88344,TC,131.33,124.76,143.47
,88344,26,37.75,35.86,41.24
,88346,,152.94,145.29,167.08
,88346,TC,117.55,111.67,128.42
,88346,26,35.39,33.62,38.66
,88348,,476.69,452.86,520.79
,88348,TC,400.53,380.50,437.58
,88348,26,76.17,72.36,83.21
,88350,,117.27,111.41,128.12
,88350,TC,88.64,84.21,96.84
,88350,26,28.63,27.20,31.28
,88355,,142.04,134.94,155.18
,88355,TC,61.30,58.24,66.98
,88355,26,80.74,76.70,88.21
,88356,,235.43,223.66,257.21
,88356,TC,113.53,107.85,124.03
,88356,26,121.90,115.81,133.18
,88358,,140.45,133.43,153.44
,88358,TC,91.33,86.76,99.77
,88358,26,49.12,46.66,53.66
,88360,,119.02,113.07,130.03
,88360,TC,77.88,73.99,85.09
